"News#","Title Content","Matched Words","Score","Polarity"
"283","HORIZON BANK &lt;HRZB> SETS STOCK SPLIT","{split=-1}","-1","Negative"
"284","WASTE &lt;WMX> ENDS OFFER FOR CHEMLAWN &lt;CHEM>","{waste=-1}","-1","Negative"
"285","CORE-MARK INTERNATIONAL NAMES ACTING CHAIRMAN","{}","0","Neutral"
"286","&lt;ACKERLY COMMUNICATIONS INC> YEAR LOSS","{loss=-1}","-1","Negative"
"287","UNITED MEDICAL &lt;UM> TO SELL UNIT","{}","0","Neutral"
"288","REXNORD &lt;REX> TO CUT STAFF TO 50 FROM 112","{}","0","Neutral"
"289","CCC ACCEPTS BONUS BID ON CATTLE FOR EGYPT - USDA","{bonus=1}","1","Positive"
"290","INTEL &lt;INTC> UNIT SELLS NOTES AT 8.18 PCT","{}","0","Neutral"
"291","SPAIN'S SOCIALIST TRADE UNION PUSHES FOR WAGE HIKE","{}","0","Neutral"
"292","THATCHER DEFENDS UK OIL POLICY IN SAUDI INTERVIEW","{}","0","Neutral"
"293","MARCH PRICES FELL IN GERMAN STATE ON YEAR-AGO","{fell=-1}","-1","Negative"
"294","BUNDESBANK BUYS DOLLARS IN FRANKFURT - DEALERS","{}","0","Neutral"
"295","CROSSLAND SAVINGS &lt;CRLD>ACQUIRES WESTERN SAVINGS","{savings=1}","1","Positive"
"296","GENERAL ELECTRIC &lt;GE> SELLS RIGHTS TO TECHNIQUE","{}","0","Neutral"
"297","CPC &lt;CPC> EXPECTS EUROPEAN SALE TO CUT DEBT","{debt=-1}","-1","Negative"
"298","BANK OF ENGLAND DRAINS MONEY MARKET LIQUIDITY","{drains=-1}","-1","Negative"
"299","H.K. OFFICIAL DEFENDS NON-PROSECUTION OF BOND","{}","0","Neutral"
"300","VICORP RESTAURANTS INC &lt;VRES> 1ST QTR FEB 15 NET","{}","0","Neutral"
"301","COMMERZBANK TO ACQUIRE AND FLOAT LINOTYPE","{}","0","Neutral"
"302","VICORP &lt;VRES> ENDS SALE/LEASEBACK DEAL","{}","0","Neutral"
"303","EC EXPORT LICENCES FOR 59,000 TONNES WHITE  SUGAR AT REBATE 45.678 ECUS - FRENCH TRADERS","{}","0","Neutral"
"304","U.K. INTERVENTION BOARD DETAILS EC SUGAR SALES","{}","0","Neutral"
"305","PIONEER-STANDARD ELECTRONICS INC &lt;PIOS> PAYOUT","{}","0","Neutral"
"306","AMSTERDAM EXCHANGE ANNOUNCES MODERNISATION DRIVE","{}","0","Neutral"
"307","HOUSE WAYS AND MEANS CMTE FINISHES WORK ON BILL TO TOUGHEN TRADE LAWS","{work=1}","1","Positive"
"308","CHEROKEE GROUP &lt;CHKE> FILES TO OFFER SHARES","{}","0","Neutral"
"309","SOUTH AFRICA PROBLEMS REMAIN DESPITE DEBT PACT","{debt=-1, problems=-1}","-2","Negative"
"310","FABRI-CENTERS &lt;FCA> 4TH QTR ENDS JAN 31 NET","{}","0","Neutral"
"311","TSENG LABORATORIES INC &lt;TSNG> 4TH QTR NET","{}","0","Neutral"
"312","PARK ELECTROCHEMICAL CORP &lt;PKE> SETS PAYOUT","{}","0","Neutral"
"313","BRAZIL SEAMEN SAY STRIKE NEAR END","{strike=-1}","-1","Negative"
"314","KEY U.S. HOUSE PANEL FINISHES MAJOR TRADE BILL","{}","0","Neutral"
"315","RUSS TOGS INC &lt;RTS> 4TH QTR JAN 31 NET","{}","0","Neutral"
"316","JOHNSTOWN AMERICAN COS &lt;JAC> 2ND QTR FEB 28 NET","{}","0","Neutral"
"317","EASCO OFFERS INITIAL SALE OF SECURITIES","{}","0","Neutral"
"318","KEIHIN ELECTRIC EXPRESS ISSUES 150 MLN DLR BOND","{issues=-1}","-1","Negative"
"319","BRISTOL AND WEST BUILDING SOCIETY ISSUES CDS","{issues=-1}","-1","Negative"
"320","WOOLWICH BUILDING SOCIETY ISSUING 50 MLN STG BOND","{}","0","Neutral"
"321","ITT &lt;ITT>  UNIT FILES FOR PREFERRED STOCK SALE","{}","0","Neutral"
"322","CPC EXPECTS EUROPEAN SALE TO CUT DEBT","{debt=-1}","-1","Negative"
"323","THERMO PROCESS &lt;TPSI> ACQUISITION TERMINATED","{}","0","Neutral"
"324","CHRYSLER FINANCE ISSUING STERLING EUROBOND","{}","0","Neutral"
"325","NORANDA RAISES PRIMARY ALUMINUM PRICES","{}","0","Neutral"
"326","SOVIET PAPER DETAILS GEORGIAN FLOOD DAMAGE","{damage=-1}","-1","Negative"
"327","UTILICORP &lt;UCU> SEES HIGHER 1987 FIRST QUARTER","{}","0","Neutral"
"328","&lt;XYLOGICS INC> INITIAL OFFERING UNDERWAY","{}","0","Neutral"
"329","TSENG &lt;TSNG> SEES SALES INCREASE FIRST QTR 1987","{}","0","Neutral"
"330","MINNTECH &lt;MNTX> GETS MORE CASH FOR DEVELOPMENT","{}","0","Neutral"
"331","STOCKHOLDER SYSTEMS &lt;SSIAA> MAKES ACQUISITION","{}","0","Neutral"
"332","CONCEPT INC &lt;CCPT> 2ND QTR FEB 28 NET","{}","0","Neutral"
"333","LIFE OF INDIANA CORP &lt;LIFI> 4TH QTR LOSS","{loss=-1}","-1","Negative"
"334","B.F. SAUL REAL ESTATE INVESTMENT &lt;BFS> PAYOUT","{}","0","Neutral"
"335","SOUTH AFRICA PROBLEMS REMAIN DESPITE DEBT PACT","{debt=-1, problems=-1}","-2","Negative"
"336","MAYTAG &lt;MYG> SEES CAPITAL SPENDING UP IN 1987","{}","0","Neutral"
"337","TRAVELERS &lt;TIC> UNIT TO BUY REALTY DIVISIONS","{}","0","Neutral"
"338","COMMUNICATIONS AND CABLE INC &lt;CCAB> 1ST QTR NET","{}","0","Neutral"
"339","BEN EQUITY HOLDINGS &lt;BH> SUSPENDED ON NYSE","{}","0","Neutral"
"340","ESCAGEN CORP &lt;ESN> INITIAL OFFERING STARTS","{}","0","Neutral"
"341","BRISTOL-MYERS &lt;BMY> FILES AIDS VACCINE WITH FDA","{}","0","Neutral"
"342","DALLAS INVESTOR CUTS STAKE IN MCDERMOTT (MDR)","{}","0","Neutral"
"343","FED ADOPTS REDEPOSIT SERVICE FOR BOUNCED CHECKS","{}","0","Neutral"
"344","INTN'L PLATINUM, DEGUSSA IN JOINT VENTURE TALKS","{}","0","Neutral"
"345","WESTWOOD ONE INC &lt;WONE> 1ST QWTR FEB 28 NET","{}","0","Neutral"
"346","REAGAN OPPOSES NEW TAXES, SEEKS BUDGET","{}","0","Neutral"
"347","IRAN SAYS HAS BETTER WEAPONS THAN SILKWORM","{better=1}","1","Positive"
"348","EC COMMISSION DETAILS SUGAR TENDER","{tender=1}","1","Positive"
"349","INLAND STEEL &lt;IAD> PREFERRED OFFERED","{}","0","Neutral"
"350","ADVANCED MICRO &lt;AMD> PREFERRED OFFERED","{advanced=1}","1","Positive"
"351","TRICENTROL TO CONCENTRATE ON PROVEN RESERVES","{proven=1}","1","Positive"
"352","ROLLS-ROYCE SIGNS NEW ENGINE DEAL WITH BOEING","{}","0","Neutral"
"353","BROOKLYN UNION GAS CO &lt;BU> SETS PAYOUT","{}","0","Neutral"
"354","UNISYS &lt;UIS> INTRODUCES NEW PRODUCTS","{}","0","Neutral"
"355","ARGENTINE PORT WORKERS TAKE INDUSTRIAL ACTION","{}","0","Neutral"
"356","NOVAMIN SAYS IT RECEIVED PROPOSED TAKEOVER BID FROM BREAKWATER","{}","0","Neutral"
"357","NYFE SEAT SELLS FOR 200 DLRS","{}","0","Neutral"
"358","NEC CORP HAS 150 MLN DLR EURO-CP PROGRAM","{}","0","Neutral"
"359","FRANCE SETS FOUR BILLION FRANC T-BILL TENDER","{tender=1}","1","Positive"
"360","FED EXPECTED TO ADD RESERVES IN MARKET","{}","0","Neutral"
"361","INDIA REPORTED BUYING TWO WHITE SUGAR CARGOES","{}","0","Neutral"
"362","NOVAMIN IN PROPOSED BUYOUT BY BREAWATER &lt;BWRLF>","{}","0","Neutral"
"363","LILLY INDUSTRIAL COATINGS INC &lt;LICIA> 1ST QTR","{}","0","Neutral"
"364","COMMONWEALTY REALTY &lt;CRTYZ>, BAY &lt;BAY> END TALKS","{}","0","Neutral"
"365","MET-PRO CORP &lt;MPR> 4TH QTR ENDS JAN 31 NET","{}","0","Neutral"
"366","EDO &lt;EDO> TO BUY BACK ADDITIONAL 500,000 SHARES","{}","0","Neutral"
"367","VISTA &lt;VISA> FORMS OFFICE OF THE PRESIDENT","{}","0","Neutral"
"368","CENTRAL MAINE POWER CO &lt;CTP> SETS QUARTERLY","{}","0","Neutral"
"369","SOME FIRMS CURB COMMODITIES BUSINESS WITH DREXEL","{}","0","Neutral"
"370","PEP BOYS &lt;PBY> SETS SPLIT, RAISES QUARTERLY","{split=-1, pep=1}","0","Neutral"
"371","PEP BOYS - MANNY, MOE AND JACK INC &lt;PBY> 4TH QTR","{pep=1}","1","Positive"
"372","HOVNANIAN ENTERPRISES &lt;HOV> EARNINGS TO RISE","{}","0","Neutral"
"373","NY TRADERS SAY TURKEY MADE LARGE SUGAR PURCHASE","{}","0","Neutral"
"374","NORFOLK &lt;NSC> UNIT SELLS EQUIPMENT CERTIFICATES","{}","0","Neutral"
"375","ANHEUSER-BUSCH &lt;BUD> OFFICER RESIGNS","{}","0","Neutral"
"376","JOHNSON SAYS FED'S ACTIONS YESTERDAY MEANT TO STABILIZE DOLLAR AT CURRENT LEVELS","{stabilize=1}","1","Positive"
"377","SUNSTAR FOODS INC &lt;SUNF> 2ND QTR FEB 28 NET","{}","0","Neutral"
"378","PHOENIX RE &lt;PXRE> INITIAL OFFERING UNDER WAY","{}","0","Neutral"
"379","NIPPON SIGNAL TO ISSUE 50 MLN SWISS FRANC NOTES","{issue=-1}","-1","Negative"
"380","HADSON &lt;HADS> TO ACQUIRE 85 PCT OF SEAXE &lt;SEAX>","{}","0","Neutral"
"381","REUTERS TO BUY I P SHARP OF CANADA","{sharp=1}","1","Positive"
"382","TCBY ENTERPRISES &lt;TCBY> SPLITS STOCK","{}","0","Neutral"
"383","FIRST INTERSTATE &lt;I> SELLS CAPITAL NOTES","{}","0","Neutral"
"384","RAYTHEON CO &lt;RTN> SETS QUARTERLY","{}","0","Neutral"
"385","FIAT MAY ISSUE BOND FOR LIBYAN STAKE, PAPER SAYS","{issue=-1}","-1","Negative"
"386","ITALY'S STET FORMS TELECOMMUNICATIONS FIRM","{}","0","Neutral"
"387","P.H. GLATFELTER CO &lt;GLP> INCREASES DIVIDEND","{}","0","Neutral"
"388","LIFE OF INDIANA CORP &lt;LIFI> 4TH QTR LOSS","{loss=-1}","-1","Negative"
"389","(CORRECTED) - TSENG &lt;TSNG> SEES SALES INCREASE","{}","0","Neutral"
"390","BRAZILIAN BANK STRIKE SPREADS, UNION SAYS","{strike=-1}","-1","Negative"
"391","CONSOLIDATED NOREX TO ACQUIRE TRIWEB RESOURCES","{}","0","Neutral"
"392","THAI SUGAR PRODUCTION CONTINUES HIGH IN FEB","{}","0","Neutral"
"393","SWEDISH EXPORT CREDIT ISSUES NEW ZEALAND DLR BOND","{issues=-1}","-1","Negative"
"394","APOLLO COMPUTER &lt;APCI> IN JOINT MARKETING PACT","{}","0","Neutral"
"395","ACCUGRAPH IN ASIA MARKETING PACT WITH TRIO-TECH","{}","0","Neutral"
"396","REICHHOLD CHEMICALS INC EXPLORING POSSIBLE SALE OF EUROPEAN SUBSIDIARY","{}","0","Neutral"
"397","NY TRADERS EXPECT CHINA TO STEP UP SUGAR BUYING","{}","0","Neutral"
"398","ROSS STORES INC &lt;ROST> 4TH QTR JAN 31 LOSS","{loss=-1}","-1","Negative"
"399","ITALIAN TREASURY BILL OFFER HAS MIXED RESPONSE","{}","0","Neutral"
"400","AFG &lt;AFG> EXPANDS INTO AUTO GLASS REPLACEMENT","{}","0","Neutral"
"401","GREENWOOD RESOURCES SAYS BANKS COULD FORECLOSE","{}","0","Neutral"
"402","NAVISTAR &lt;NAV> STILL EXPECTS HIGHER 1987 NET","{}","0","Neutral"
"403","HEES INTERNATIONAL SETS 100 MLN DLR SHARE ISSUE","{issue=-1}","-1","Negative"
"404","CORRECTED-LILLY INDUSTRIAL COATINGS INC &lt;LICIA>","{}","0","Neutral"
"405","U.S. SENATE PANEL APPROVES TRADE MISSION BILL","{}","0","Neutral"
"406","CATERPILLAR &lt;CAT> WORKERS TOLD TO END SIT-IN","{}","0","Neutral"
"407","BAT SHARES UNDERVALUED, SAY STOCK MARKET ANALYSTS","{}","0","Neutral"
"408","BALDRIGE SAYS U.S. WILL NOT LET JAPAN DOMINATE WORLD ELECTRONICS MARKET","{dominate=1}","1","Positive"
"409","REICHHOLD &lt;RCI> EXPLORING SALE OF EUROPEAN UNIT","{}","0","Neutral"
"410","AMERICUS TRUST FOR MERCK &lt;MRK> NOW EFFECTIVE","{trust=1, effective=1}","2","Positive"
"411","UAL SAID DONALD TRUMP WAS INTERESTED IN UAL STOCK "AS INVESTMENT"","{trump=1}","1","Positive"
"412","INT'L BROADCASTING &lt;IBCA> SETS REVERSE SPLIT","{split=-1}","-1","Negative"
"413","BI INC &lt;BIAC> SETS REVERSE SPLIT","{split=-1}","-1","Negative"
"414","BALDRIGE SAYS JAPAN MUST OPEN ITS MARKETS","{}","0","Neutral"
"415","K MART &lt;KM> UNIT BUYS TEXAS LAND","{}","0","Neutral"
"416","BASF CORP YEAR NET","{}","0","Neutral"
"417","TORONTO DOMINION BUYING MONTREAL EXCHANGE SEAT","{}","0","Neutral"
"418","LEAR SIEGLER DEPOSITS 79.4 MLN DLRS TO SECURE NOTES, EFFECTS REORGANIZATION","{secure=1}","1","Positive"
"419","J.A.M. &lt;JAMY> WINS 1.5 MLN DLR CONTRACT","{wins=1}","1","Positive"
"420","UNISYS &lt;UIS> NEW MAINFRAME INTRODUCTION NOT SET","{}","0","Neutral"
"421","MONTANA POWER CO &lt;MTP> VOTES QUARTERLY DIVIDEND","{}","0","Neutral"
"422","UAL &lt;UAL> SAID TRUMP TALKED WITH UAL CHAIRMAN","{trump=1}","1","Positive"
"423","GROLIER &lt;GLR> DEBT UPGRADED BY MOODY'S","{upgraded=1, moody=-1, debt=-1}","-1","Negative"
"424","TEAM INC &lt;TMI> 3RD QTR FEB 28 NET","{}","0","Neutral"
"425","TODD SHIPYARDS CORP OMITS QTLY COMMON DIV, SETS PREFERRED PAYOUT","{}","0","Neutral"
"426","RSI CORP &lt;RSIC> 2ND QTR FEB 28 NET","{}","0","Neutral"
"427","RCM TECHNOLOGIES INC &lt;RCMT> 1ST QTR JAN 31 LOSS","{loss=-1}","-1","Negative"
"428","MCCLAIN INDUSTRIES INC &lt;MCCL> 1ST QTR DEC 31 NET","{}","0","Neutral"
"429","FED OFFERS TO BUY ONE BILLION DLRS OF BILLS FOR CUSTOMER, AFTER NOTE AUCTION","{}","0","Neutral"
"430","SYNALLOY &lt;SYO> ENDS PLANS TO SELL UNIT","{}","0","Neutral"
"431","C-I-L ACQUIRING TRIMAC'S STAKE IN TRICIL","{}","0","Neutral"
"432","EC INFLATION STARTS TO RISE AGAIN IN FEBRUARY","{}","0","Neutral"
"433","PANTERA'S &lt;PANT> TO BUY TEN PIZZA RESTAURANTS","{}","0","Neutral"
"434","ALLIED-SIGNAL INC TO SELL LINOTYPE GROUP TO COMMERZBANK OF WEST GERMANY","{}","0","Neutral"
"435","ENERGY/U.S. OIL OUTPUT","{}","0","Neutral"
"436","TODD SHIPYARDS &lt;TOD> OMITS COMMMON DIVIDEND","{}","0","Neutral"
"437","IMO DELAVAL &lt;IMD> SETS INITIAL DIVIDEND","{}","0","Neutral"
"438","FED TO PURCHASE TREASURY BILLS FOR A CUSTOMER","{}","0","Neutral"
"439","GOULD &lt;GLD> INTRODUCES NEW MINI SUPERCOMPUTERS","{}","0","Neutral"
"440","NATIONAL COMPUTER SYSTEMS INC &lt;NLCS>4TH QTR NET","{}","0","Neutral"
"441","SEC SANCTIONS ACCOUNTANTS KMG MAIN HURDMAN","{}","0","Neutral"
"442","ALLIED-SIGNAL &lt;ALD> TO SELL LINOTYPE UNIT","{}","0","Neutral"
"443","CONTINENTAL HEALTH AFFILIATES INC &lt;CTHL> 4TH QTR","{}","0","Neutral"
"444","CANADA SETS OIL INDUSTRY AID PACKAGE","{}","0","Neutral"
"445","CONTINENTAL &lt;CTHL> REPURCHASES NOTES","{}","0","Neutral"
"446","&lt;ATLANTIS GROUP INC> TO OFFER SHARES, NOTES","{}","0","Neutral"
"447","MOUNTLEIGH GROUP SEEKS 100 MLN STG FACILITY","{}","0","Neutral"
"448","SOUTHWEST FOREST &lt;SWF> SETTLES STRIKE","{strike=-1}","-1","Negative"
"449","COCOA TALKS SLOW AT CRUCIAL STAGE - DELEGATES","{slow=-1}","-1","Negative"
"450","MACK TRUCKS &lt;MACK> DEBT AFFIRMED BY S/P","{debt=-1}","-1","Negative"
"451","EURATOM ECU BOND MARKS ROME TREATY ANNIVERSARY","{}","0","Neutral"
"452","NEWMONT GOLD &lt;NGC> SEES GOLD SALES RISING","{gold=1}","1","Positive"
"453","MESSIDOR TO MERGE WITH TRITON BELEGGINGEN","{}","0","Neutral"
"454","IMMUNOGENETICS &lt;IGEN> TO ENTER LIPOSOME FIELD","{}","0","Neutral"
"455","SMITH BARNEY ANALYST CUTS HERCULES &lt;HPC> RATING","{}","0","Neutral"
"456","S/P UPGRADES CONSUMERS POWER'S SENIOR AND SUBORDINATED DEBT","{debt=-1}","-1","Negative"
"457","NAVISTAR &lt;NAV> SEES HIGHER CAPITAL SPENDING","{}","0","Neutral"
"458","MOHAWK DATA &lt;MDS> AFFILIATE IN SERVICE DEAL","{}","0","Neutral"
"459","CONSUMERS POWER &lt;CMS> DEBT RAISED BY S/P","{debt=-1}","-1","Negative"
"460","ENCOR ENERGY CORP PLANS 125 MLN DLR DEBENTURE OFFER","{}","0","Neutral"
"461","PACIFIC GAS &lt;PCG> SEEKS PURCHASE RULE CHANGE","{}","0","Neutral"
"462","ENCOR ENERGY CORP INC YR NET LOSS 406.6 MLN VS PROFIT 35.4 MLN","{loss=-1}","-1","Negative"
"463","BRAZIL PLANS NEW ECONOMIC STRATEGY FOR GROWTH","{}","0","Neutral"
"464","MIDDLE SOUTH &lt;MSU> TO FORM NEW DIVIDEND POLICY","{}","0","Neutral"
"465","UK POLL SHOWS SURGE FOR CENTRIST ALLIANCE PARTIES","{}","0","Neutral"
"466","EMERSON RADIO &lt;EME> SELLS DEBT PRIVATELY","{debt=-1}","-1","Negative"
"467","SOLAR SYSTEMS SUN DANCE &lt;SSDN> EXTENDS WARRANTS","{}","0","Neutral"
"468","TWA SOLD FOUR MLN SHARES OF USAIR BELIEVED TO INSTITUTIONS, WALL STREET SOURCES","{}","0","Neutral"
"469","U.S. SUGAR POLICY MAY SELF-DESTRUCT, CONGRESSMAN","{}","0","Neutral"
"470","FIAT SAYS IT NOT PLANNING TO ISSUE EUROBONDS","{issue=-1}","-1","Negative"
"471","INVESTORS INCREASE STAKE IN FROST, SULLIVAN","{frost=-1}","-1","Negative"
"472","LIBERIAN ORE CARRIER IN COLLISION IN RIVER ELBE","{}","0","Neutral"
"473","AIM TELEPHONES &lt;AIMT> SELLS DEBT TO SHAREHOLDER","{debt=-1}","-1","Negative"
"474","HERSHEY OIL CORP &lt;HSO> 4TH QTR LOSS","{loss=-1}","-1","Negative"
"475","&lt;VISTA MANAGEMENT INC> GETS BOND GUARANTEES","{}","0","Neutral"
"476","EG AND G INC &lt;EGG> SETS QUARTERLY","{}","0","Neutral"
"477","&lt;ENCOR ENERGY CORP INC> YEAR LOSS","{loss=-1}","-1","Negative"
"478","BRAZILIAN LABOUR UNREST SPREADS, MANY BANKS SHUT","{unrest=-1}","-1","Negative"
"479","OAK INDUSTRIES &lt;OAK> SETS DEBT EXCHANGE OFFER","{debt=-1}","-1","Negative"
"480","COLLINS FOODS &lt;CF> TO REDEEM DEBENTURES","{redeem=1}","1","Positive"
"481","ANDREOTTI DROPS COALITION BID","{}","0","Neutral"
"482","TEAM &lt;TMI> TO UNVEIL NEW EQUIPMENT IN MAY","{}","0","Neutral"
"483","&lt;ASTA GROUP INC> UNIT IN LOAN PURCHASE","{}","0","Neutral"
"484","ENCOR PLANS 125 MLN DLR DEBENTURE OFFERING","{}","0","Neutral"
"485","ARDEN INTERNATIONAL &lt;AIKI> 4TH QTR DEC 27 NET","{}","0","Neutral"
"486","TWA &lt;TWA> SELLS POSITION IN USAIR &lt;U>","{}","0","Neutral"
"487","COMBUSTION ENGINEERING&lt;CSP> SEES 1ST QTR NET OFF","{}","0","Neutral"
"488","NEWMONT GOLD SEES ITS SALES RISING 22 PCT","{gold=1}","1","Positive"
"489","TALKING POINT/TOBACCO STOCKS","{}","0","Neutral"
"490","MICRO DISPLAY &lt;MDSI> GETS EUROPEAN ORDERS","{}","0","Neutral"
"491","TREASURY'S BAKER SAYS EXCHANGE RATE CHANGES WILL REDUCE TRADE DEFICIT THIS YEAR","{}","0","Neutral"
"492","TREASURY'S BAKER SAYS ECONOMIC COOPERATION PROCESS IS WORKING","{}","0","Neutral"
"493","TREASURY'S BAKER SAYS "THROWING MONEY" AT DEBTOR NATIONS WON'T WORK","{work=1, won=1}","2","Positive"
"494","UTAH POWER &lt;UTP> PLANS TO REDEEM PREFERRED STOCK","{redeem=1}","1","Positive"
"495","GATEWAY SPORTING BUYS INNOVATIVE DENTAL","{innovative=1}","1","Positive"
"496","TREASURY'S BAKER SEES CUT IN TRADE DEFICIT","{}","0","Neutral"
"497","CYCLOPS CORP REFORMS BOARD AFTER DIXONS GROUP FAILS TO GET MAJORITY OF CYCLOPS STOCK","{reforms=1, fails=-1}","0","Neutral"
"498","UK TO RETAIN POWERS AGAINST U.S UNITARY TAXATION","{}","0","Neutral"
"499","TREASURY'S BAKER SAYS ECONOMIC COOPERATION WORKS","{works=1}","1","Positive"
"500","PAN ATLANTIC RE INC &lt;PNRE> 4TH QTR NET","{pan=-1}","-1","Negative"
"501","QUAKER CHEMICAL CORP &lt;QCHM> SETS QUARTERLY","{}","0","Neutral"
"502","RAYTHEON &lt;RTN> DIRECTOR RESIGNS","{}","0","Neutral"
"503","MIDDLE SOUTH &lt;MSU> TO CONSIDER DIVIDEND","{}","0","Neutral"
"504","MONARCH CAPITAL &lt;MON> CALLS PREFERRED","{}","0","Neutral"
"505","CYANOTECH &lt;CYAN> SETS WAY TO EXTRACT CAROTENE","{}","0","Neutral"
"506","SAS TO UPGRADE CABIN SERVICE IN SCANDINAVIA","{}","0","Neutral"
"507","BELGIUM PLANS TO OUTLAW INSIDER TRADING","{outlaw=-1}","-1","Negative"
"508","OWENS-CORNING FIBERGLAS &lt;OCF> SELLS FOAM UNIT","{}","0","Neutral"
"509","U.S. SHOE INC 4TH QTR SHR 31 CTS VS 56 CTS","{}","0","Neutral"
"510","U.S. TAX FRAUD CHARGES BROUGHT AGAINST THREE","{fraud=-1}","-1","Negative"
"511","O'BRIEN ENERGY &lt;OBS> IN CITICORP &lt;CCI> LEASE","{}","0","Neutral"
"512","QUAKER CHEMICAL &lt;QCHM> TO REPURCHASE SHARES","{}","0","Neutral"
"513","TREASURY'S BAKER OUTLINES TRADE BILL CRITICISMS","{criticisms=-1}","-1","Negative"
"514","CASINO COMMISSION DELAYS VOTE ON HOLIDAY &lt;HIA>","{delays=-1}","-1","Negative"
"515","WORTHERN BANKING &lt;WOR> IN AGREEMENT WITH FEDS","{}","0","Neutral"
"516","U.S. SHOE CORP &lt;USR> 4TH QTR JAN 31 NET","{}","0","Neutral"
"517","NUTMEG INDUSTRIES &lt;NUTM> SETS LICENSING PACT","{}","0","Neutral"
"518","ARGENTINE SOYBEAN YIELD ESTIMATES DOWN FURTHER","{}","0","Neutral"
"519","BETA PHASE &lt;BETA> TO SELL EYEGLASS TECHNOLOGY","{}","0","Neutral"
"520","LYNG SAYS AGRICULTURE SHOULD SHARE SPENDING CUTS","{}","0","Neutral"
"521","TREASURY'S BAKER SAYS NEW MONEY NOT PANACEA","{}","0","Neutral"
"522","VERTEX INDUSTRIES INC &lt;VETX> 2ND QTR JAN 31 NET","{}","0","Neutral"
"523","CYCLOPS &lt;CYL> SAYS DIXONS APPOINTEES RESIGN","{}","0","Neutral"
"524","ECUADOR NEGOTIATES WITH NIGERIA FOR LENDING OIL","{}","0","Neutral"
"525","COMPUTERVISION &lt;CVN> UNVEILS NEW DESIGN GEAR","{}","0","Neutral"
"526","NORTHERN STATES POWER CO &lt;NSP> VOTES QUARTERLY","{}","0","Neutral"
"527","SUMMIT TAX EXEMPT BOND FUND &lt;SUA> SETS PAYOUT","{}","0","Neutral"
"528","U.S. SENATE TRADE LEADER CONCERNED ABOUT CANADA","{concerned=-1}","-1","Negative"
"529","TREASURY'S BAKER SAYS NEW MONEY NOT DEBT PANACEA","{debt=-1}","-1","Negative"
"530","BAKER SAYS U.S. WILLING TO COOPERATE TO STABILIZE EXCHANGE RATES","{willing=1, stabilize=1}","2","Positive"
"531","BAKER SAYS U.S. WANTS TO STABILIZE EXCHANGE RATES","{stabilize=1}","1","Positive"
"532","JUSTICE, DOT BACK AIRLINE ANTITRUST SWITCH","{}","0","Neutral"
"533","U.S. GOVERNMENT EXPANDS CRACKDOWN ON BAD DEBTS","{debts=-1, bad=-1}","-2","Negative"
"534","FIRST FEDERAL DELAWARE AGREEMENT EXTENDED","{}","0","Neutral"
"535","EDELMAN GROUP IN PLAN TO BUY MORSE SHOE &lt;MRS>","{}","0","Neutral"
"536","PHILIP MORRIS' &lt;MO> OSCAR MAYER SETS REDEMPTION","{redemption=1}","1","Positive"
"537","U.S  AUTO AGENCY GRANTS FORD &lt;F> AIR BAG REQUEST","{}","0","Neutral"
"538","MERCK &lt;MRK> GETS FDA HEARTWORM MEDICINE APPROVAL","{approval=1}","1","Positive"
"539","JOHN LABATT SEES GOOD FOURTH QUARTER, YEAR","{good=1}","1","Positive"
"540","HUSKY &lt;HYO> SETS MEETING TO APPROVE MERGER","{approve=1}","1","Positive"
"541","BALTIMORE GAS AND ELECTRIC &lt;BGE> FILES DEBT","{debt=-1}","-1","Negative"
"542","MERCK &lt;MRK> GETS APPROVAL FOR DOG HEART DRUG","{approval=1}","1","Positive"
"543","WASHINGTON GAS LIGHT CO &lt;WGL> HIKES PAYOUT","{}","0","Neutral"
"544","ZENITH &lt;ZE> NAMES NEW FINANCIAL OFFICER","{zenith=1}","1","Positive"
"545","FERC DECISION COULD CUT COLUMBIA GAS &lt;CG> NET","{}","0","Neutral"
"546","U.S. OFFERS MORE CREDITS FOR VEG OIL TO N. YEMEN","{}","0","Neutral"
"547","PUERTO RICAN CEMENT CO &lt;PRN> SETS PAYOUT","{}","0","Neutral"
"548","U.S. SHOE &lt;USR> TO OPEN 421 STORES IN 1987","{}","0","Neutral"
"549","BARRIS &lt;BRRS> TO BUY BACK STOCK","{}","0","Neutral"
"550","CANADA MAY MONITOR STEEL SHIPMENTS","{}","0","Neutral"
"551","MEXICO SIGNS 100 MLN DLR IADB TOURISM LOAN","{}","0","Neutral"
"552","WESCO FINANCIAL CORP &lt;WSC> 4TH QTR NET","{}","0","Neutral"
"553","HELM &lt;H> SELLS ADDITIONAL SHARES IN BAMBERGER","{}","0","Neutral"
"554","AMPAL-AMERICAN ISRAEL CORP &lt;AIS.A> YEAR NET","{}","0","Neutral"
"555","COCOA COUNCIL CHAIRMAN SEEKS BUFFER COMPROMISE","{}","0","Neutral"
"556","SNC GROUP EXPECTS HIGHER 1987 EARNINGS, SALES","{}","0","Neutral"
"557","MINE SAFETY &lt;MNES> SELLS SOUTH AFRICA UNIT","{}","0","Neutral"
"558","MEDAR INC &lt;MDXR> 4TH QTR DEC 31 LOSS","{loss=-1}","-1","Negative"
"559","MEDAR &lt;MDXR> CHANGES FISCAL YEAR","{}","0","Neutral"
